Timestamp,Open,High,Low,Close,Volume,Spread,Alta_Volatilidad,Return,Spread_Lag1
2020-01-20,8698.97,8740.54,8507.93,8625.17,4420.19825219,232.61000000000058,0,-0.008483763020219552,726.7200000000012
2020-01-21,8629.66,8778.66,8480.0,8717.89,3394.68916005,298.65999999999985,0,0.01022404127161436,232.61000000000058
2020-01-22,8728.47,8792.98,8567.68,8655.93,3143.81212331,225.29999999999927,0,-0.008310734871059768,298.65999999999985
2020-01-23,8661.63,8665.95,8280.0,8378.44,8611.0107876,385.9500000000007,0,-0.0326947699220584,225.29999999999927
2020-01-24,8382.08,8530.7,8212.9,8422.13,6430.43023326,317.8000000000011,0,0.0047780503168663715,385.9500000000007
2020-01-25,8435.83,8437.47,8252.72,8329.5,2812.78995216,184.75,0,-0.012604568845033616,317.8000000000011
2020-01-26,8320.0,8600.0,8276.22,8590.48,6340.58577579,323.78000000000065,0,0.03250961538461533,184.75
2020-01-27,8600.0,9004.35,8546.55,8894.54,9619.7747426,457.8000000000011,0,0.03424883720930243,323.78000000000065
2020-01-28,8894.57,9413.24,8876.0,9400.0,9565.55935515,537.2399999999998,1,0.05682455700500421,457.8000000000011
2020-01-29,9386.57,9443.96,9215.5,9289.18,6481.91594603,228.45999999999913,0,-0.010375461963209076,537.2399999999998
2020-01-30,9280.83,9570.0,9166.07,9500.0,7945.15877894,403.9300000000003,0,0.02361534474826067,228.45999999999913
2020-01-31,9510.84,9529.35,9195.93,9327.85,5009.62230695,333.4200000000001,0,-0.019240151237955826,403.9300000000003
2020-02-01,9339.26,9464.16,9280.33,9377.17,1669.00246242,183.82999999999993,0,0.00405920811713132,333.4200000000001
2020-02-02,9379.6,9474.28,9135.0,9329.39,3015.79158859,339.28000000000065,0,-0.005353106742291883,183.82999999999993
2020-02-03,9309.69,9615.0,9211.07,9288.09,4758.13350441,403.9300000000003,0,-0.002320163184810704,339.28000000000065
2020-02-04,9281.0,9348.6,9075.0,9159.37,4867.22545881,273.60000000000036,0,-0.013105268828789915,403.9300000000003
2020-02-05,9168.49,9775.0,9142.52,9618.42,8063.96793828,632.4799999999996,1,0.0490735115597007,273.60000000000036
2020-02-06,9617.84,9859.57,9521.0,9754.63,7554.48867469,338.5699999999997,0,0.014222528135215292,632.4799999999996
2020-02-07,9754.63,9878.0,9706.94,9803.42,4013.49096731,171.0599999999995,0,0.005001727384841954,338.5699999999997
2020-02-08,9803.71,9948.97,9658.58,9902.0,3268.73554695,290.3899999999994,0,0.010025796356685468,171.0599999999995
2020-02-09,9907.7,10178.54,9885.04,10173.97,4830.33787739,293.5,0,0.026875056774024103,290.3899999999994
2020-02-10,10173.51,10199.85,9731.2,9850.01,7560.66789084,468.64999999999964,0,-0.03179826824763528,293.5
2020-02-11,9851.99,10383.9,9706.94,10268.98,8127.59636283,676.9599999999991,1,0.04232545912044164,468.64999999999964
2020-02-12,10270.98,10495.0,10247.35,10348.78,6553.40942709,247.64999999999964,0,0.007574739703514279,676.9599999999991
2020-02-13,10348.78,10500.5,10068.0,10228.67,9347.45128374,432.5,0,-0.011606198991572008,247.64999999999964
2020-02-14,10229.19,10398.0,10093.26,10364.04,6190.37749036,304.7399999999998,0,0.0131828619861397,432.5
2020-02-15,10364.04,10408.04,9739.0,9899.78,5762.30634481,669.0400000000009,1,-0.04479527288586306,304.7399999999998
2020-02-16,9909.71,10051.24,9598.49,9912.89,4133.47675014,452.75,0,0.0003208973824663175,669.0400000000009
2020-02-17,9925.96,9973.45,9467.57,9697.15,5913.20492551,505.880000000001,0,-0.02305167459872894,452.75
2020-02-18,9725.57,10288.0,9602.6,10185.17,6754.35394103,685.3999999999996,1,0.04725687029140712,505.880000000001
2020-02-19,10190.3,10300.0,9312.0,9595.72,9936.8206814,988.0,1,-0.058347644328429975,685.3999999999996
2020-02-20,9589.1,9706.27,9396.91,9612.76,6608.4910792,309.3600000000006,0,0.0024673848432073763,988.0
2020-02-21,9610.4,9773.2,9562.6,9696.13,4271.47074293,210.60000000000036,0,0.008920544410222215,309.3600000000006
2020-02-22,9696.13,9722.39,9568.51,9668.13,2096.56353593,153.8799999999992,0,-0.002887750061106854,210.60000000000036
2020-02-23,9664.08,10024.08,9664.08,9965.21,3329.22433648,360.0,0,0.03115971722088385,153.8799999999992
2020-02-24,9969.79,10027.66,9480.0,9652.58,5877.00770771,547.6599999999999,1,-0.031817119518064166,360.0
2020-02-25,9664.87,9682.73,9234.21,9305.4,6280.00295543,448.52000000000044,0,-0.03719346457841659,547.6599999999999
2020-02-26,9305.4,9369.99,8627.78,8779.36,11564.19794381,742.2099999999991,1,-0.05653061663120329,448.52000000000044
2020-02-27,8778.37,8974.75,8520.0,8816.5,9273.9036636,454.75,0,0.004343630992997469,742.2099999999991
2020-02-28,8816.5,8900.94,8421.49,8703.84,6546.98122765,479.4500000000007,0,-0.012778313389667085,454.75
2020-02-29,8710.0,8805.06,8525.0,8527.74,2338.06785643,280.0599999999995,0,-0.020925373134328382,479.4500000000007
2020-03-01,8525.0,8756.11,8410.0,8528.95,4156.57173933,346.1100000000006,0,0.00046334310850448416,280.0599999999995
2020-03-02,8516.0,8980.34,8486.72,8917.34,6186.86088929,493.6200000000008,0,0.047127759511507765,346.1100000000006
2020-03-03,8917.34,8921.8,8660.04,8755.45,4629.97228611,261.7599999999984,0,-0.01815451692993644,493.6200000000008
2020-03-04,8755.45,8850.0,8663.76,8753.28,3353.2325223,186.23999999999978,0,-0.00024784562758054386,261.7599999999984
2020-03-05,8757.79,9169.0,8757.79,9066.65,6448.68567336,411.2099999999991,0,0.035266888107616044,186.23999999999978
2020-03-06,9059.0,9187.85,8990.01,9153.79,4136.42339429,197.84000000000015,0,0.010463627331935189,411.2099999999991
2020-03-07,9154.1,9219.13,8859.49,8893.93,2805.5915714,359.6399999999994,0,-0.028421144623720525,197.84000000000015
2020-03-08,8901.12,8901.12,7995.48,8033.7,9068.89040196,905.6400000000012,1,-0.09745065789473695,359.6399999999994
2020-03-09,8035.79,8191.13,7636.0,7936.25,12177.39425093,555.1300000000001,1,-0.012387083286148588,905.6400000000012
2020-03-10,7937.2,8158.42,7733.99,7885.92,8274.9537573,424.4300000000003,0,-0.0064607166255102235,555.1300000000001
2020-03-11,7893.63,7988.78,7591.99,7934.57,7289.61145281,396.78999999999996,0,0.005186460475091891,424.4300000000003
2020-03-12,7956.29,7969.9,4776.59,4841.67,58513.38918903,3193.3099999999995,1,-0.3914663744031452,396.78999999999996
2020-03-13,4841.67,5990.35,3850.0,5622.74,54419.64133553,2140.3500000000004,1,0.16132243626682521,3193.3099999999995
2020-03-14,5623.16,5663.01,5051.0,5169.37,15370.8681496,612.0100000000002,1,-0.0807001757019185,2140.3500000000004
2020-03-15,5167.38,5965.77,5092.34,5343.64,16589.303863780002,873.4300000000003,1,0.034110129311179016,612.0100000000002
2020-03-16,5353.04,5353.04,4435.89,5033.42,34905.46359769,917.1499999999996,1,-0.05970812846532062,873.4300000000003
2020-03-17,5051.41,5569.9,4936.0,5324.99,17517.84242049,633.8999999999996,1,0.054159135766053426,917.1499999999996
2020-03-18,5340.95,5452.43,5006.87,5406.92,22559.23112903,445.5600000000004,0,0.012351735178198682,633.8999999999996
2020-03-19,5413.0,6433.98,5266.38,6181.18,24783.73487365,1167.5999999999995,1,0.14191391095510814,445.5600000000004
2020-03-20,6192.94,7139.0,5670.0,6210.14,30082.50248252,1469.0,1,0.002777356150713672,1167.5999999999995
2020-03-21,6207.66,6461.91,5866.44,6187.78,11796.72656887,595.4700000000003,1,-0.00320249498200612,1469.0
2020-03-22,6199.17,6419.0,5705.0,5813.15,10813.38456907,714.0,1,-0.062269626417730185,595.4700000000003
2020-03-23,5816.57,6629.79,5686.34,6493.51,19053.80456405,943.4499999999998,1,0.11638130375805682,714.0
2020-03-24,6494.7,6893.0,6400.01,6768.64,19719.09402414,492.9899999999998,0,0.04217900749842187,943.4499999999998
2020-03-25,6768.64,6989.04,6457.17,6692.22,16675.73512097,531.8699999999999,1,-0.011290303517397892,492.9899999999998
2020-03-26,6695.47,6798.89,6528.07,6760.72,7393.70723365,270.8200000000006,0,0.00974539502081258,531.8699999999999
2020-03-27,6765.15,6872.67,6210.0,6376.03,10816.28556504,662.6700000000001,1,-0.057518310754380894,270.8200000000006
2020-03-28,6376.03,6376.03,6030.51,6253.08,11613.49398164,345.5199999999995,0,-0.01928315895627841,662.6700000000001
2020-03-29,6275.11,6278.24,5869.0,5870.9,9298.9390511,409.2399999999998,0,-0.06441480707111111,345.5199999999995
2020-03-30,5878.47,6630.0,5856.0,6407.77,14974.444163,774.0,1,0.09004043569160006,409.2399999999998
2020-03-31,6408.95,6527.24,6337.42,6421.14,6342.29832651,189.8199999999997,0,0.0019020276332317322,774.0
2020-04-01,6428.74,6710.21,6137.71,6652.07,11319.14793815,572.5,1,0.03473931128028197,189.8199999999997
2020-04-02,6669.95,7236.39,6575.13,6801.99,17212.82067331,661.2600000000002,1,0.019796250346704243,572.5
2020-04-03,6789.63,7047.96,6610.0,6742.57,10570.10640235,437.96000000000004,0,-0.006931158251627909,661.2600000000002
2020-04-04,6737.36,7014.0,6655.54,6879.61,6018.51563233,358.46000000000004,0,0.021113611266133918,437.96000000000004
2020-04-05,6887.22,6914.01,6678.51,6775.2,3981.97692417,235.5,0,-0.016264908047078565,358.46000000000004
2020-04-06,6780.57,7376.59,6773.75,7352.43,13683.03789416,602.8400000000001,1,0.0843380423769684,235.5
2020-04-07,7335.85,7469.0,7077.0,7202.73,11669.014265239999,392.0,0,-0.018146499723958476,602.8400000000001
2020-04-08,7204.78,7428.95,7152.0,7367.36,8720.21050049,276.9499999999998,0,0.022565574521359422,392.0
2020-04-09,7370.85,7376.59,7107.38,7293.93,8324.9217727,269.21000000000004,0,-0.010435702802254837,276.9499999999998
2020-04-10,7299.12,7306.1,6750.15,6877.03,10727.86685616,555.9500000000007,1,-0.0578275189337893,269.21000000000004
2020-04-11,6866.03,6955.59,6771.24,6883.18,3326.67476213,184.35000000000036,0,0.0024978044080786925,555.9500000000007
2020-04-12,6882.75,7201.76,6790.74,6908.24,7264.51928043,411.02000000000044,0,0.0037034615524317725,184.35000000000036
2020-04-13,6908.21,6914.01,6542.91,6864.22,10837.57453223,371.10000000000036,0,-0.006367785576871546,411.02000000000044
2020-04-14,6864.66,6991.0,6766.96,6879.75,7275.68657382,224.03999999999996,0,0.0021982152065798083,371.10000000000036
2020-04-15,6868.88,6940.0,6598.55,6619.0,8109.73234254,341.4499999999998,0,-0.036378565355632955,224.03999999999996
2020-04-16,6619.0,7224.18,6472.67,7111.67,15726.69637377,751.5100000000002,1,0.07443269376038678,341.4499999999998
2020-04-17,7121.35,7158.22,6995.39,7024.19,8539.61835086,162.82999999999993,0,-0.01364348051984536,751.5100000000002
2020-04-18,7020.13,7306.15,7020.13,7262.26,5102.50261952,286.0199999999995,0,0.03449081427267018,162.82999999999993
2020-04-19,7265.94,7276.21,7057.46,7126.4,4662.19209244,218.75,0,-0.019204672760854063,286.0199999999995
2020-04-20,7124.27,7220.0,6757.75,6841.0,11365.00931766,462.25,0,-0.03976126676838475,218.75
2020-04-21,6833.0,6950.98,6774.48,6854.98,5570.95619043,176.5,0,0.003216742280111161,462.25
2020-04-22,6850.6,7171.26,6819.59,7137.79,6273.40631495,351.6700000000001,0,0.04192187545616436,176.5
2020-04-23,7138.29,7756.69,7031.07,7484.58,14779.54814354,725.6199999999999,1,0.0485116183287594,351.6700000000001
2020-04-24,7494.2,7612.91,7391.57,7505.53,7357.10670681,221.34000000000015,0,0.0015118358197005587,725.6199999999999
2020-04-25,7518.81,7723.77,7432.8,7547.56,3800.82773036,290.97000000000025,0,0.003823743384923944,221.34000000000015
2020-04-26,7547.56,7718.0,7485.0,7701.73,5247.54081807,233.0,0,0.02042646895155509,290.97000000000025
2020-04-27,7708.87,7813.68,7637.03,7786.41,6878.02253788,176.65000000000055,0,0.010058542951171827,233.0
2020-04-28,7794.22,7798.42,7650.0,7767.79,7248.9559695,148.42000000000007,0,-0.0033909743373936444,176.65000000000055
2020-04-29,7762.07,8970.0,7717.14,8790.32,26396.09715679,1252.8599999999997,1,0.13247110628994585,148.42000000000007
2020-04-30,8789.79,9485.26,8407.0,8627.32,24057.73933525,1078.2600000000002,1,-0.01848394557776706,1252.8599999999997
2020-05-01,8629.72,9075.0,8616.17,8832.44,11379.68574201,458.8299999999999,0,0.0234909127990249,1078.2600000000002
2020-05-02,8836.0,9022.0,8760.0,8983.79,5524.26706572,262.0,0,0.016725894069714902,458.8299999999999
2020-05-03,8982.56,9207.82,8723.78,8915.98,9218.274909,484.03999999999905,0,-0.007412140859621303,262.0
2020-05-04,8924.14,8974.34,8528.42,8882.87,10018.97499887,445.9200000000001,0,-0.004624535249334795,484.03999999999905
2020-05-05,8889.24,9120.0,8760.1,9034.85,9592.13446226,359.89999999999964,0,0.016380477971120206,445.9200000000001
2020-05-06,9040.0,9417.95,8921.03,9154.32,15110.941813290001,496.9200000000001,0,0.012646017699115011,359.89999999999964
2020-05-07,9163.63,10074.0,9030.03,10000.0,25012.90031203,1043.9699999999993,1,0.0912705990966463,496.9200000000001
2020-05-08,10008.19,10048.38,9725.0,9801.35,19203.48379461,323.3799999999992,0,-0.020667073666667014,1043.9699999999993
2020-05-09,9809.04,9914.0,9515.4,9546.56,11278.63371513,398.60000000000036,0,-0.026758989666674962,323.3799999999992
2020-05-10,9527.31,9565.2,8109.0,8731.17,31639.42874341,1456.2000000000007,1,-0.08356398605692472,398.60000000000036
2020-05-11,8740.88,9182.97,8181.0,8571.98,34465.18657226,1001.9699999999993,1,-0.019322997226823804,1456.2000000000007
2020-05-12,8574.19,8984.87,8534.97,8825.46,14010.261205499999,449.90000000000146,0,0.029305392112840816,1001.9699999999993
2020-05-13,8816.99,9418.46,8804.47,9315.5,12762.85161682,613.9899999999998,1,0.05653970345889019,449.90000000000146
2020-05-14,9323.73,9945.34,9254.85,9793.5,19936.18545561,690.4899999999998,1,0.050384341888922185,613.9899999999998
2020-05-15,9809.91,9844.66,9112.0,9306.21,17324.14460144,732.6599999999999,1,-0.051346036813793475,690.4899999999998
2020-05-16,9307.43,9590.0,9216.08,9389.07,6170.09609719,373.9200000000001,0,0.008771486865869463,732.6599999999999
2020-05-17,9377.79,9894.88,9326.53,9665.7,9515.79358021,568.3499999999985,1,0.0307012633040407,373.9200000000001
2020-05-18,9672.95,9966.12,9451.2,9721.91,12362.32763823,514.9200000000001,0,0.005061537586775402,568.3499999999985
2020-05-19,9730.0,9903.89,9455.05,9787.65,12149.68534917,448.84000000000015,0,0.005924974306269233,514.9200000000001
2020-05-20,9776.3,9843.87,9100.0,9516.51,12351.42817701,743.8700000000008,1,-0.026573448032486634,448.84000000000015
2020-05-21,9505.61,9573.29,8800.0,9062.47,16879.82890788,773.2900000000009,1,-0.046618786169430604,743.8700000000008
2020-05-22,9062.25,9272.97,8924.91,9171.96,7261.28419694,348.0599999999995,0,0.012106265000413709,773.2900000000009
2020-05-23,9171.96,9316.12,9084.83,9183.46,3477.27850858,231.29000000000087,0,0.0012538214296617081,348.0599999999995
2020-05-24,9183.93,9310.91,8669.0,8718.77,8855.47763284,641.9099999999999,1,-0.050649340750637234,231.29000000000087
2020-05-25,8710.12,8984.16,8630.0,8903.56,8919.92378955,354.15999999999985,0,0.02220864924937873,641.9099999999999
2020-05-26,8903.22,9012.0,8690.0,8840.91,5923.00523696,322.0,0,-0.006998591520820501,354.15999999999985
2020-05-27,8835.79,9230.21,8810.99,9210.0,6867.67101935,419.21999999999935,0,0.04235161768217659,322.0
2020-05-28,9209.99,9625.01,9105.79,9577.38,11523.40889483,519.2199999999993,0,0.039890379902692556,419.21999999999935
2020-05-29,9581.49,9610.0,9330.0,9421.04,7226.77389995,280.0,0,-0.016745829719594648,519.2199999999993
2020-05-30,9428.52,9758.27,9326.28,9705.1,6781.84196225,431.9899999999998,0,0.02933440243007385,280.0
2020-05-31,9705.1,9711.7,9373.96,9446.19,5697.99838373,337.7400000000016,0,-0.026677726143986134,431.9899999999998
2020-06-01,9444.61,10429.26,9416.5,10203.64,12109.14149664,1012.7600000000002,1,0.08036647357593366,337.7400000000016
2020-06-02,10203.64,10241.26,9135.68,9525.73,22725.11942099,1105.58,1,-0.0664380554390394,1012.7600000000002
2020-06-03,9522.52,9699.95,9380.99,9668.99,6928.76322878,318.96000000000095,0,0.015381432645980197,1105.58
2020-06-04,9668.0,9888.0,9430.0,9791.92,8938.7688887,458.0,0,0.012817542407943739,318.96000000000095
2020-06-05,9791.0,9856.48,9592.74,9619.99,7157.37095675,263.7399999999998,0,-0.01746604024103771,458.0
2020-06-06,9616.17,9744.39,9525.76,9669.85,4047.26924742,218.6299999999992,0,0.005582264040673188,263.7399999999998
2020-06-07,9673.08,9829.31,9356.0,9750.04,6762.65158822,473.3099999999995,0,0.007956100848954102,218.6299999999992
2020-06-08,9759.04,9813.67,9645.0,9783.0,5379.07801648,168.67000000000007,0,0.002455159523887506,473.3099999999995
2020-06-09,9786.64,9897.46,9566.81,9776.84,6922.79788471,330.64999999999964,0,-0.0010013651263354197,168.67000000000007
2020-06-10,9782.3,10011.4,9578.0,9894.32,7107.20140335,433.39999999999964,0,0.011451294685299004,330.64999999999964
2020-06-11,9894.32,9981.24,9078.91,9264.26,16389.44455357,902.3299999999999,1,-0.0636789592412616,433.39999999999964
2020-06-12,9265.95,9555.0,9230.0,9463.07,6934.13533535,325.0,0,0.021273587705523875,902.3299999999999
2020-06-13,9465.92,9500.0,9345.71,9473.46,2938.68222067,154.29000000000087,0,0.0007965416990634882,325.0
2020-06-14,9478.93,9479.59,9235.01,9329.99,3477.25235863,244.57999999999993,0,-0.015712743948947876,154.29000000000087
2020-06-15,9329.99,9505.4,8900.0,9435.15,11765.1135339,605.3999999999996,1,0.011271180354962851,244.57999999999993
2020-06-16,9435.41,9596.31,9374.9,9530.3,6864.21822439,221.40999999999985,0,0.010056796683980814,605.3999999999996
2020-06-17,9530.3,9566.53,9230.32,9461.29,5902.36636044,336.21000000000095,0,-0.007241115180004659,221.40999999999985
2020-06-18,9459.82,9478.69,9250.0,9374.78,3997.01284654,228.6900000000005,0,-0.008989600224951327,336.21000000000095
2020-06-19,9374.83,9429.99,9225.15,9304.32,5305.9077191,204.84000000000015,0,-0.007521203051148684,228.6900000000005
2020-06-20,9287.6,9400.0,9138.0,9355.46,3071.79384829,262.0,0,0.007306516215168478,204.84000000000015
2020-06-21,9355.93,9421.26,9271.52,9283.03,1435.21189641,149.73999999999978,0,-0.007791849661123975,262.0
2020-06-22,9287.89,9798.76,9267.2,9683.12,6615.64540882,531.5599999999995,1,0.042553260213030235,149.73999999999978
2020-06-23,9688.26,9725.3,9571.0,9622.81,4866.11470545,154.29999999999927,0,-0.006755599044616962,531.5599999999995
2020-06-24,9617.88,9666.35,9193.99,9286.06,10072.57541802,472.3600000000006,0,-0.03450032647527311,154.29999999999927
2020-06-25,9286.3,9343.49,8989.0,9239.48,8701.2461746,354.4899999999998,0,-0.005041835822663462,472.3600000000006
2020-06-26,9237.98,9289.71,9024.61,9158.26,7912.38375487,265.09999999999854,0,-0.008629592183572529,354.4899999999998
2020-06-27,9158.13,9189.0,8830.63,9009.3,4399.67602419,358.3700000000008,0,-0.016251134238103187,265.09999999999854
2020-06-28,9008.33,9191.72,8933.06,9118.01,3231.85728086,258.65999999999985,0,0.012175397659721646,358.3700000000008
2020-06-29,9118.8,9240.36,9014.92,9188.88,4942.72533003,225.4400000000005,0,0.007685221739702585,258.65999999999985
2020-06-30,9187.85,9201.95,9060.0,9132.96,2781.63125132,141.95000000000073,0,-0.00597419418035789,225.4400000000005
2020-07-01,9136.89,9300.0,9089.8,9233.38,4321.56559235,210.20000000000073,0,0.01056048611726745,141.95000000000073
2020-07-02,9233.38,9268.54,8939.0,9092.92,6866.04897352,329.5400000000009,0,-0.015212197483478329,210.20000000000073
2020-07-03,9091.68,9127.11,9027.17,9063.08,3510.00353809,99.94000000000051,0,-0.0031457332418211334,329.5400000000009
2020-07-04,9053.87,9196.0,9045.94,9138.52,2180.37237178,150.0599999999995,0,0.009349593046951153,99.94000000000051
2020-07-05,9142.16,9147.37,8905.0,9076.82,3067.87780852,242.3700000000008,0,-0.007147107466944371,150.0599999999995
2020-07-06,9077.18,9376.34,9060.5,9348.22,5361.35284949,315.84000000000015,0,0.029859493807548054,242.3700000000008
2020-07-07,9346.9,9385.81,9201.78,9257.16,4702.82565367,184.02999999999884,0,-0.009601044196471535,315.84000000000015
2020-07-08,9257.21,9479.57,9228.91,9437.16,6275.54666358,250.65999999999985,0,0.019438902217838932,184.02999999999884
2020-07-09,9441.76,9448.5,9157.11,9234.9,4575.44853951,291.3899999999994,0,-0.021909050854925415,250.65999999999985
2020-07-10,9234.91,9318.92,9053.14,9283.53,3910.32678996,265.78000000000065,0,0.005264804962907143,291.3899999999994
2020-07-11,9291.0,9304.95,9180.0,9238.3,1453.16535935,124.95000000000073,0,-0.005672155849747145,265.78000000000065
2020-07-12,9234.07,9347.76,9153.48,9306.17,2037.15363045,194.28000000000065,0,0.0078080413078956915,124.95000000000073
2020-07-13,9304.94,9351.17,9190.49,9233.1,3875.17319052,160.6800000000003,0,-0.007720630116905659,194.28000000000065
2020-07-14,9234.19,9282.08,9095.0,9251.59,4479.91060569,187.07999999999993,0,0.0018843017091915626,160.6800000000003
2020-07-15,9256.33,9276.98,9153.38,9190.07,3810.04841103,123.60000000000036,0,-0.007158344613902078,187.07999999999993
2020-07-16,9191.0,9217.5,9026.51,9132.87,5541.85389383,190.98999999999978,0,-0.0063246654335762376,123.60000000000036
2020-07-17,9134.44,9184.28,9073.53,9156.5,3593.49712953,110.75,0,0.002415035842372328,190.98999999999978
2020-07-18,9150.51,9214.63,9122.72,9177.43,1358.28531978,91.90999999999985,0,0.002941912527279908,110.75
2020-07-19,9175.7,9243.36,9106.3,9211.99,1585.39916859,137.0600000000013,0,0.003955011606743796,91.90999999999985
2020-07-20,9213.15,9224.73,9128.21,9162.43,3064.80739401,96.52000000000044,0,-0.005505174668815698,137.0600000000013
2020-07-21,9161.77,9442.89,9152.23,9391.25,5559.47430975,290.65999999999985,0,0.025047561770269233,96.52000000000044
2020-07-22,9395.98,9573.0,9280.8,9539.51,5520.76262356,292.2000000000007,0,0.015275681727717668,290.65999999999985
2020-07-23,9537.23,9690.0,9453.38,9617.2,10413.94384743,236.6200000000008,0,0.008385034229016304,292.2000000000007
2020-07-24,9614.85,9650.55,9474.35,9547.91,8012.90509154,176.1999999999989,0,-0.006962147095378556,236.6200000000008
2020-07-25,9549.34,9751.82,9532.79,9710.98,5065.44989566,219.02999999999884,0,0.016926824262200258,176.1999999999989
2020-07-26,9712.45,10200.0,9657.0,9944.65,9090.21430682,543.0,1,0.023907458983057715,219.02999999999884
2020-07-27,9944.65,11417.11,9933.77,11046.19,27736.83221358,1483.3400000000001,1,0.11076709587567193,543.0
2020-07-28,11049.4,11263.85,10583.48,10939.27,17062.37380128,680.3700000000008,1,-0.009967057034771047,1483.3400000000001
2020-07-29,10931.91,11358.47,10855.81,11111.17,12452.86303565,502.65999999999985,0,0.01639786642956265,680.3700000000008
2020-07-30,11105.01,11189.0,10832.0,11112.12,10456.84804792,357.0,0,0.0006402515621328195,502.65999999999985
2020-07-31,11110.84,11457.95,10973.8,11356.74,10417.50746157,484.15000000000146,0,0.0221315400095762,357.0
2020-08-01,11357.98,11883.36,11228.0,11817.49,11195.80752332,655.3600000000006,1,0.04045701788522257,484.15000000000146
2020-08-02,11808.21,12100.0,10559.59,11071.66,12656.41102944,1540.4099999999999,1,-0.06237609256610437,655.3600000000006
2020-08-03,11074.92,11480.0,10933.26,11236.39,6984.67078032,546.7399999999998,1,0.014579789289674268,1540.4099999999999
2020-08-04,11236.39,11420.0,11000.79,11192.42,5522.11051757,419.2099999999991,0,-0.0039131785208594,546.7399999999998
2020-08-05,11193.48,11795.86,11094.35,11755.24,7514.79142531,701.5100000000002,1,0.05018635848726225,419.2099999999991
2020-08-06,11759.9,11913.5,11575.57,11770.08,9855.99436305,337.9300000000003,0,0.000865653619503592,701.5100000000002
2020-08-07,11770.26,11920.0,11219.0,11600.85,10503.36174678,701.0,1,-0.01439305503871621,337.9300000000003
2020-08-08,11601.75,11817.95,11527.0,11776.9,3983.74888665,290.9500000000007,0,0.015096860387441518,701.0
2020-08-09,11767.93,11808.28,11527.92,11683.03,2649.48917649,280.3600000000006,0,-0.007214522860010183,290.9500000000007
2020-08-10,11684.6,12080.0,11510.0,11895.12,7701.72806914,570.0,1,0.018016876914913684,280.3600000000006
2020-08-11,11896.37,11945.05,11130.0,11392.64,10470.68807136,815.0499999999993,1,-0.04234316854637182,570.0
2020-08-12,11386.5,11625.0,11150.0,11565.35,5668.60180464,475.0,0,0.01570719711939581,815.0499999999993
2020-08-13,11567.74,11806.61,11270.91,11793.26,6839.55121466,535.7000000000007,1,0.019495597238527184,475.0
2020-08-14,11797.55,11862.0,11652.01,11779.77,5526.79649808,209.98999999999978,0,-0.0015070925743055836,535.7000000000007
2020-08-15,11771.97,11986.93,11667.7,11852.2,3983.17592982,319.22999999999956,0,0.006815341867164237,209.98999999999978
2020-08-16,11858.6,11938.55,11685.97,11914.02,2494.17000289,252.57999999999993,0,0.00467340158197427,319.22999999999956
